t,count
1663359935,0
1663359936,0
1663359937,0
1663359938,0
1663359939,0
1663359940,0
1663359941,0
1663359942,0
1663359943,3124
1663359944,3124
1663359946,3124
1663359946,3124
1663359947,4912
1663359948,4912
1663359949,4912
1663359950,4912
1663359951,4912
1663359952,5072
1663359953,5158
1663359954,5158
1663359955,5158
1663359956,5158
1663359957,5158
1663359958,5158
1663359959,5915
1663359960,5915
1663359961,5915
1663359962,5915
1663359963,5915
1663359964,5915
1663359965,6682
1663359966,7064
1663359967,7326
1663359968,7326
1663359969,7326
1663359970,7765
1663359971,7765
1663359972,8264
1663359973,8301
